j;x_m;z_m;q_flux_W_m2;Q_total_W;T_fluido_C;T_superficie_C;T_revestimento_C;T_interface_C;T_combustivel_max_C;h_W_m2K;Re;Pr;T_sat_C;margem_sat_C
31;0.13125000000000003;0.38125000000000003;83333.33333333334;125.00000000000001;33.12806161319776;42.910413339305315;43.026154080046055;43.141894820786796;43.61301601690464;8518.742288823023;11768.943954649487;5.0113264109042746;109.749824241341;76.62176262814324
32;0.14375000000000004;0.39375000000000004;83333.33333333334;125.00000000000001;33.229013548007565;43.00194853994583;43.11768928068657;43.23343002142731;43.704583732301785;8526.950542705477;11793.473405822093;4.999587629582983;109.6965343815989;76.46752083359132
33;0.15625;0.40625;83333.33333333334;125.00000000000001;33.329968264236605;43.09350647882765;43.20924721956839;43.32498796030913;43.79617419850806;8535.157183980333;11818.024817394855;4.987890753856597;109.64316483629568;76.31319657205907
34;0.16875;0.41875;83333.33333333334;125.00000000000001;33.430925749451966;43.18508708724749;43.30082782798823;43.41656856872897;43.88778734680004;8543.362206900603;11842.598162654827;4.976235595852766;109.58971533926649;76.15878958981452
35;0.18125000000000002;0.43125;83333.33333333334;125.00000000000001;33.53188599124137;43.276690296725185;43.392431037465926;43.508171778206666;43.97942310867749;8551.5656057288;11867.19341487227;4.964621968699024;109.53618562296975;76.00429963172839
36;0.19375000000000003;0.44375000000000003;83333.33333333334;125.00000000000001;33.632848977213165;43.36831603900287;43.48405677974361;43.59979752048435;44.07108141586255;8559.767374736904;11891.810547300802;4.953049686516685;109.48257541847823;75.84972644126506
37;0.20625000000000004;0.45625000000000004;83333.33333333334;125.00000000000001;33.73381469499638;43.45996424604414;43.57570498678488;43.69144572752562;44.16276220029888;8567.96750820639;11916.449533177687;4.941518564414724;109.42888445546902;75.69506976047263
38;0.21875;0.46875;83333.33333333334;125.00000000000001;33.834783132240744;43.55163485003319;43.66737559077393;43.78311633151467;44.25446539415081;8576.16600042814;11941.110345723895;4.930028418483788;109.37511246221413;75.54032932997339
39;0.23125;0.48125;83333.33333333334;125.00000000000001;33.935754276616684;43.64332778337399;43.75906852411473;43.87480926485547;44.34619092980253;8584.362845702493;11965.79295814439;4.918579065790167;109.32125916556993;75.38550488895325
40;0.24375000000000002;0.49375;83333.33333333334;125.00000000000001;34.03672811581538;43.7350429786895;43.85078371943024;43.96652446017098;44.437938739857245;8592.558038339173;11990.497343628263;4.907170324369854;109.26732429096768;75.2305961751523
